OBJECTID,Data,Estação,Nome_Estação,Poluente,Classificação,IQAR
3031,2015/02/16 16:00:00+00,CG,Campo Grande,O3,Boa,33
3032,2015/02/16 16:00:00+00,PG,Pedra de Guaratiba,O3,Regular,65
3033,2015/02/17 16:00:00+00,CA,Centro,O3,Regular,63
3034,2015/02/17 16:00:00+00,AV,Copacabana,O3,Boa,47
3035,2015/02/17 16:00:00+00,SC,São Cristóvão,O3,Regular,55
3036,2015/02/17 16:00:00+00,SP,Tijuca,O3,Regular,58
3037,2015/02/17 16:00:00+00,IR,Irajá,O3,Regular,86
3038,2015/02/17 16:00:00+00,BG,Bangu,O3,Boa,47
3039,2015/02/17 16:00:00+00,CG,Campo Grande,PI,Boa,37
3040,2015/02/17 16:00:00+00,PG,Pedra de Guaratiba,O3,Regular,65
3041,2015/02/18 16:00:00+00,CA,Centro,O3,Boa,43
3042,2015/02/18 16:00:00+00,AV,Copacabana,PI,Boa,46
3043,2015/02/18 16:00:00+00,SC,São Cristóvão,O3,Regular,63
3044,2015/02/18 16:00:00+00,SP,Tijuca,O3,Regular,53
3045,2015/02/18 16:00:00+00,IR,Irajá,O3,Regular,68
3046,2015/02/18 16:00:00+00,BG,Bangu,O3,Regular,58
3047,2015/02/18 16:00:00+00,CG,Campo Grande,O3,Boa,29
3048,2015/02/18 16:00:00+00,PG,Pedra de Guaratiba,O3,Regular,73
3049,2015/02/19 16:00:00+00,CA,Centro,O3,Boa,39
3050,2015/02/19 16:00:00+00,AV,Copacabana,O3,Boa,41
3051,2015/02/19 16:00:00+00,SC,São Cristóvão,O3,Boa,45
3052,2015/02/19 16:00:00+00,SP,Tijuca,O3,Boa,47
3053,2015/02/19 16:00:00+00,IR,Irajá,O3,Boa,46
3054,2015/02/19 16:00:00+00,BG,Bangu,PI,Boa,33
3055,2015/02/19 16:00:00+00,CG,Campo Grande,NO2,Boa,22
3056,2015/02/19 16:00:00+00,PG,Pedra de Guaratiba,O3,Boa,42
3057,2015/02/20 16:00:00+00,CA,Centro,O3,Boa,43
3058,2015/02/20 16:00:00+00,AV,Copacabana,PI,Regular,56
3059,2015/02/20 16:00:00+00,SC,São Cristóvão,PI,Boa,46
3060,2015/02/20 16:00:00+00,SP,Tijuca,O3,Regular,57
3061,2015/02/20 16:00:00+00,IR,Irajá,O3,Boa,47
3062,2015/02/20 16:00:00+00,BG,Bangu,PI,Regular,54
3063,2015/02/20 16:00:00+00,CG,Campo Grande,O3,Boa,24
3064,2015/02/20 16:00:00+00,PG,Pedra de Guaratiba,O3,Boa,45
3065,2015/02/21 16:00:00+00,CA,Centro,O3,Boa,46
3066,2015/02/21 16:00:00+00,AV,Copacabana,PI,Boa,48
3067,2015/02/21 16:00:00+00,SC,São Cristóvão,O3,Regular,67
3068,2015/02/21 16:00:00+00,SP,Tijuca,O3,Regular,63
3069,2015/02/21 16:00:00+00,IR,Irajá,O3,Regular,86
3070,2015/02/21 16:00:00+00,BG,Bangu,O3,Inadequada,101
3071,2015/02/21 16:00:00+00,CG,Campo Grande,O3,Regular,64
3072,2015/02/21 16:00:00+00,PG,Pedra de Guaratiba,O3,Regular,76
3073,2015/02/22 15:00:00+00,CA,Centro,O3,Boa,26
3074,2015/02/22 15:00:00+00,AV,Copacabana,PI,Boa,35
3075,2015/02/22 15:00:00+00,SC,São Cristóvão,O3,Boa,40
3076,2015/02/22 15:00:00+00,SP,Tijuca,O3,Boa,43
3077,2015/02/22 15:00:00+00,IR,Irajá,O3,Regular,66
3078,2015/02/22 15:00:00+00,BG,Bangu,O3,Regular,96
3079,2015/02/22 15:00:00+00,CG,Campo Grande,O3,Boa,45
3080,2015/02/22 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,55
3081,2015/02/23 15:00:00+00,CA,Centro,O3,Boa,22
3082,2015/02/23 15:00:00+00,AV,Copacabana,PI,Boa,34
3083,2015/02/23 15:00:00+00,SC,São Cristóvão,O3,Boa,29
3084,2015/02/23 15:00:00+00,SP,Tijuca,O3,Boa,33
3085,2015/02/23 15:00:00+00,IR,Irajá,O3,Boa,41
3086,2015/02/23 15:00:00+00,BG,Bangu,O3,Regular,66
3087,2015/02/23 15:00:00+00,CG,Campo Grande,O3,Regular,52
3088,2015/02/23 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,47
3089,2015/02/24 15:00:00+00,SC,São Cristóvão,O3,Boa,38
3090,2015/02/24 15:00:00+00,SP,Tijuca,O3,Boa,42
3091,2015/02/24 15:00:00+00,IR,Irajá,O3,Regular,68
3092,2015/02/24 15:00:00+00,BG,Bangu,O3,Regular,84
3093,2015/02/24 15:00:00+00,CG,Campo Grande,O3,Boa,35
3094,2015/02/24 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,54
3095,2015/02/24 15:00:00+00,CA,Centro,PI,Boa,19
3096,2015/02/24 15:00:00+00,AV,Copacabana,PI,Boa,36
3097,2015/02/25 15:00:00+00,CA,Centro,O3,Regular,51
3098,2015/02/25 15:00:00+00,AV,Copacabana,PI,Regular,53
3099,2015/02/25 15:00:00+00,SC,São Cristóvão,O3,Boa,49
3100,2015/02/25 15:00:00+00,SP,Tijuca,O3,Regular,63
3101,2015/02/25 15:00:00+00,IR,Irajá,O3,Regular,65
3102,2015/02/25 15:00:00+00,BG,Bangu,O3,Inadequada,142
3103,2015/02/25 15:00:00+00,CG,Campo Grande,O3,Boa,41
3104,2015/02/25 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,70
3105,2015/02/26 17:00:00+00,CA,Centro,PI,Boa,49
3106,2015/02/26 17:00:00+00,AV,Copacabana,O3,Regular,60
3107,2015/02/26 17:00:00+00,SC,São Cristóvão,O3,Regular,66
3108,2015/02/26 17:00:00+00,SP,Tijuca,O3,Regular,67
3109,2015/02/26 17:00:00+00,IR,Irajá,O3,Regular,73
3110,2015/02/26 17:00:00+00,BG,Bangu,O3,Regular,73
3111,2015/02/26 17:00:00+00,CG,Campo Grande,O3,Boa,44
3112,2015/02/26 17:00:00+00,PG,Pedra de Guaratiba,O3,Regular,69
3113,2015/02/27 15:00:00+00,CA,Centro,O3,Regular,64
3114,2015/02/27 15:00:00+00,AV,Copacabana,O3,Regular,85
3115,2015/02/27 15:00:00+00,SC,São Cristóvão,O3,Inadequada,134
3116,2015/02/27 15:00:00+00,SP,Tijuca,O3,Inadequada,149
3117,2015/02/27 15:00:00+00,IR,Irajá,O3,Inadequada,117
3118,2015/02/27 15:00:00+00,BG,Bangu,O3,Regular,75
3119,2015/02/27 15:00:00+00,CG,Campo Grande,O3,Boa,46
3120,2015/02/27 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,55
3121,2015/02/28 15:00:00+00,SP,Tijuca,O3,Regular,78
3122,2015/02/28 15:00:00+00,IR,Irajá,O3,Regular,94
3123,2015/02/28 15:00:00+00,BG,Bangu,O3,Regular,67
3124,2015/02/28 15:00:00+00,CA,Centro,O3,Regular,56
3125,2015/02/28 15:00:00+00,AV,Copacabana,O3,Inadequada,127
3126,2015/02/28 15:00:00+00,SC,São Cristóvão,O3,Regular,89
3127,2015/02/28 15:00:00+00,CG,Campo Grande,O3,Boa,39
3128,2015/02/28 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,51
3129,2015/03/01 15:00:00+00,CA,Centro,PI,Boa,22
3130,2015/03/01 15:00:00+00,AV,Copacabana,PI,Boa,39
3131,2015/03/01 15:00:00+00,SC,São Cristóvão,O3,Boa,29
3132,2015/03/01 15:00:00+00,SP,Tijuca,O3,Boa,30
3133,2015/03/01 15:00:00+00,IR,Irajá,Indisponivel,Indisponivel,
3134,2015/03/01 15:00:00+00,BG,Bangu,O3,Boa,36
3135,2015/03/01 15:00:00+00,CG,Campo Grande,O3,Boa,23
3136,2015/03/01 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,33
3137,2015/03/02 15:00:00+00,CA,Centro,PI,Boa,32
3138,2015/03/02 15:00:00+00,AV,Copacabana,PI,Boa,47
3139,2015/03/02 15:00:00+00,SC,São Cristóvão,PI,Boa,36
3140,2015/03/02 15:00:00+00,SP,Tijuca,PI,Boa,32
3141,2015/03/02 15:00:00+00,IR,Irajá,O3,Boa,44
3142,2015/03/02 15:00:00+00,BG,Bangu,O3,Boa,48
3143,2015/03/02 15:00:00+00,CG,Campo Grande,O3,Boa,32
3144,2015/03/02 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,29
3145,2015/03/03 15:00:00+00,CA,Centro,PI,Boa,29
3146,2015/03/03 15:00:00+00,AV,Copacabana,PI,Boa,47
3147,2015/03/03 15:00:00+00,SC,São Cristóvão,PI,Boa,34
3148,2015/03/03 15:00:00+00,SP,Tijuca,O3,Boa,34
3149,2015/03/03 15:00:00+00,IR,Irajá,O3,Boa,50
3150,2015/03/03 15:00:00+00,BG,Bangu,O3,Regular,68
3151,2015/03/03 15:00:00+00,CG,Campo Grande,O3,Regular,56
3152,2015/03/03 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,41
3153,2015/03/04 17:00:00+00,CA,Centro,PI,Boa,27
3154,2015/03/04 17:00:00+00,AV,Copacabana,PI,Regular,53
3155,2015/03/04 17:00:00+00,SC,São Cristóvão,O3,Boa,38
3156,2015/03/04 17:00:00+00,SP,Tijuca,O3,Boa,44
3157,2015/03/04 17:00:00+00,IR,Irajá,O3,Regular,58
3158,2015/03/04 17:00:00+00,BG,Bangu,O3,Regular,70
3159,2015/03/04 17:00:00+00,CG,Campo Grande,O3,Boa,36
3160,2015/03/04 17:00:00+00,PG,Pedra de Guaratiba,O3,Boa,38
3161,2015/03/05 15:00:00+00,CA,Centro,O3,Boa,24
3162,2015/03/05 15:00:00+00,AV,Copacabana,PI,Boa,47
3163,2015/03/05 15:00:00+00,SC,São Cristóvão,O3,Boa,32
3164,2015/03/05 15:00:00+00,SP,Tijuca,O3,Boa,38
3165,2015/03/05 15:00:00+00,IR,Irajá,O3,Regular,75
3166,2015/03/05 15:00:00+00,BG,Bangu,O3,Regular,100
3167,2015/03/05 15:00:00+00,CG,Campo Grande,O3,Boa,44
3168,2015/03/05 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,61
3169,2015/03/06 15:00:00+00,CA,Centro,PI,Boa,33
3170,2015/03/06 15:00:00+00,AV,Copacabana,PI,Regular,57
3171,2015/03/06 15:00:00+00,SC,São Cristóvão,PI,Boa,38
3172,2015/03/06 15:00:00+00,SP,Tijuca,O3,Regular,58
3173,2015/03/06 15:00:00+00,IR,Irajá,O3,Regular,93
3174,2015/03/06 15:00:00+00,BG,Bangu,O3,Inadequada,160
3175,2015/03/06 15:00:00+00,CG,Campo Grande,O3,Regular,54
3176,2015/03/06 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,68
3177,2015/03/07 15:00:00+00,CA,Centro,PI,Boa,35
3178,2015/03/07 15:00:00+00,AV,Copacabana,PI,Regular,55
3179,2015/03/07 15:00:00+00,SC,São Cristóvão,O3,Boa,44
3180,2015/03/07 15:00:00+00,SP,Tijuca,O3,Regular,58
3181,2015/03/07 15:00:00+00,IR,Irajá,O3,Regular,90
3182,2015/03/07 15:00:00+00,BG,Bangu,O3,Regular,99
3183,2015/03/07 15:00:00+00,CG,Campo Grande,O3,Regular,63
3184,2015/03/07 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,61
3185,2015/03/08 15:00:00+00,CA,Centro,O3,Boa,34
3186,2015/03/08 15:00:00+00,AV,Copacabana,O3,Boa,38
3187,2015/03/08 15:00:00+00,SC,São Cristóvão,O3,Boa,31
3188,2015/03/08 15:00:00+00,SP,Tijuca,O3,Boa,50
3189,2015/03/08 15:00:00+00,IR,Irajá,O3,Regular,64
3190,2015/03/08 15:00:00+00,BG,Bangu,O3,Regular,95
3191,2015/03/08 15:00:00+00,CG,Campo Grande,O3,Boa,38
3192,2015/03/08 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,51
3193,2015/03/09 15:00:00+00,CA,Centro,O3,Boa,27
3194,2015/03/09 15:00:00+00,AV,Copacabana,PI,Boa,40
3195,2015/03/09 15:00:00+00,SC,São Cristóvão,PI,Boa,32
3196,2015/03/09 15:00:00+00,SP,Tijuca,O3,Boa,43
3197,2015/03/09 15:00:00+00,IR,Irajá,O3,Boa,39
3198,2015/03/09 15:00:00+00,BG,Bangu,O3,Regular,62
3199,2015/03/09 15:00:00+00,CG,Campo Grande,O3,Boa,26
3200,2015/03/09 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,52
3201,2015/03/10 15:00:00+00,CA,Centro,PI,Boa,38
3202,2015/03/10 15:00:00+00,AV,Copacabana,PI,Regular,52
3203,2015/03/10 15:00:00+00,SC,São Cristóvão,PI,Boa,32
3204,2015/03/10 15:00:00+00,SP,Tijuca,NO2,Boa,29
3205,2015/03/10 15:00:00+00,IR,Irajá,NO2,Boa,41
3206,2015/03/10 15:00:00+00,BG,Bangu,PI,Boa,33
3207,2015/03/10 15:00:00+00,CG,Campo Grande,NO2,Boa,21
3208,2015/03/10 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,37
3209,2015/03/11 15:00:00+00,CA,Centro,PI,Boa,41
3210,2015/03/11 15:00:00+00,AV,Copacabana,PI,Boa,46
3211,2015/03/11 15:00:00+00,SC,São Cristóvão,PI,Boa,35
3212,2015/03/11 15:00:00+00,SP,Tijuca,NO2,Boa,26
3213,2015/03/11 15:00:00+00,IR,Irajá,NO2,Boa,44
3214,2015/03/11 15:00:00+00,BG,Bangu,PI,Boa,46
3215,2015/03/11 15:00:00+00,CG,Campo Grande,PI,Boa,35
3216,2015/03/11 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,35
3217,2015/03/12 15:00:00+00,CA,Centro,PI,Boa,34
3218,2015/03/12 15:00:00+00,AV,Copacabana,PI,Boa,43
3219,2015/03/12 15:00:00+00,SC,São Cristóvão,O3,Boa,36
3220,2015/03/12 15:00:00+00,SP,Tijuca,NO2,Boa,35
3221,2015/03/12 15:00:00+00,IR,Irajá,NO2,Boa,45
3222,2015/03/12 15:00:00+00,BG,Bangu,O3,Boa,46
3223,2015/03/12 15:00:00+00,CG,Campo Grande,NO2,Boa,33
3224,2015/03/12 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,44
3225,2015/03/13 15:00:00+00,CA,Centro,PI,Boa,35
3226,2015/03/13 15:00:00+00,AV,Copacabana,PI,Regular,52
3227,2015/03/13 15:00:00+00,SC,São Cristóvão,O3,Boa,48
3228,2015/03/13 15:00:00+00,SP,Tijuca,O3,Regular,59
3229,2015/03/13 15:00:00+00,IR,Irajá,O3,Regular,63
3230,2015/03/13 15:00:00+00,BG,Bangu,O3,Regular,61
3231,2015/03/13 15:00:00+00,CG,Campo Grande,PI,Boa,37
3232,2015/03/13 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,76
3233,2015/03/14 15:00:00+00,CA,Centro,O3,Boa,36
3234,2015/03/14 15:00:00+00,AV,Copacabana,PI,Regular,52
3235,2015/03/14 15:00:00+00,SC,São Cristóvão,O3,Regular,51
3236,2015/03/14 15:00:00+00,SP,Tijuca,O3,Regular,58
3237,2015/03/14 15:00:00+00,IR,Irajá,O3,Regular,69
3238,2015/03/14 15:00:00+00,BG,Bangu,O3,Regular,81
3239,2015/03/14 15:00:00+00,CG,Campo Grande,O3,Boa,41
3240,2015/03/14 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,70
3241,2015/03/15 15:00:00+00,CA,Centro,O3,Boa,39
3242,2015/03/15 15:00:00+00,AV,Copacabana,PI,Regular,53
3243,2015/03/15 15:00:00+00,SC,São Cristóvão,O3,Regular,57
3244,2015/03/15 15:00:00+00,SP,Tijuca,O3,Regular,61
3245,2015/03/15 15:00:00+00,IR,Irajá,O3,Regular,79
3246,2015/03/15 15:00:00+00,BG,Bangu,O3,Inadequada,165
3247,2015/03/15 15:00:00+00,CG,Campo Grande,O3,Boa,48
3248,2015/03/15 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,76
3249,2015/03/16 15:00:00+00,CA,Centro,O3,Boa,43
3250,2015/03/16 15:00:00+00,AV,Copacabana,O3,Boa,48
3251,2015/03/16 15:00:00+00,SC,São Cristóvão,O3,Regular,60
3252,2015/03/16 15:00:00+00,SP,Tijuca,O3,Regular,72
3253,2015/03/16 15:00:00+00,IR,Irajá,O3,Regular,91
3254,2015/03/16 15:00:00+00,BG,Bangu,O3,Inadequada,137
3255,2015/03/16 15:00:00+00,CG,Campo Grande,O3,Boa,47
3256,2015/03/16 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,67
3257,2015/03/17 15:00:00+00,CA,Centro,O3,Boa,45
3258,2015/03/17 15:00:00+00,AV,Copacabana,PI,Regular,51
3259,2015/03/17 15:00:00+00,SC,São Cristóvão,O3,Regular,86
3260,2015/03/17 15:00:00+00,SP,Tijuca,O3,Inadequada,102
3261,2015/03/17 15:00:00+00,IR,Irajá,O3,Regular,88
3262,2015/03/17 15:00:00+00,BG,Bangu,O3,Regular,85
3263,2015/03/17 15:00:00+00,CG,Campo Grande,O3,Boa,26
3264,2015/03/17 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,75
3265,2015/03/18 15:00:00+00,CA,Centro,PI,Boa,48
3266,2015/03/18 15:00:00+00,AV,Copacabana,PI,Regular,53
3267,2015/03/18 15:00:00+00,SC,São Cristóvão,O3,Regular,69
3268,2015/03/18 15:00:00+00,SP,Tijuca,O3,Regular,62
3269,2015/03/18 15:00:00+00,IR,Irajá,O3,Regular,81
3270,2015/03/18 15:00:00+00,BG,Bangu,O3,Regular,59
3271,2015/03/18 15:00:00+00,CG,Campo Grande,O3,Boa,47
3272,2015/03/18 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,49
3273,2015/03/19 15:00:00+00,CA,Centro,PI,Boa,26
3274,2015/03/19 15:00:00+00,AV,Copacabana,PI,Boa,43
3275,2015/03/19 15:00:00+00,SC,São Cristóvão,O3,Regular,59
3276,2015/03/19 15:00:00+00,SP,Tijuca,O3,Boa,48
3277,2015/03/19 15:00:00+00,IR,Irajá,O3,Regular,76
3278,2015/03/19 15:00:00+00,BG,Bangu,PI,Regular,55
3279,2015/03/19 15:00:00+00,CG,Campo Grande,PI,Boa,35
3280,2015/03/19 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,52
3281,2015/03/20 15:00:00+00,CA,Centro,PI,Boa,20
3282,2015/03/20 15:00:00+00,AV,Copacabana,PI,Boa,38
3283,2015/03/20 15:00:00+00,SC,São Cristóvão,O3,Boa,45
3284,2015/03/20 15:00:00+00,SP,Tijuca,O3,Boa,44
3285,2015/03/20 15:00:00+00,IR,Irajá,O3,Regular,68
3286,2015/03/20 15:00:00+00,BG,Bangu,O3,Regular,53
3287,2015/03/20 15:00:00+00,CG,Campo Grande,O3,Boa,41
3288,2015/03/20 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,36
3289,2015/03/21 15:00:00+00,CA,Centro,PI,Boa,24
3290,2015/03/21 15:00:00+00,AV,Copacabana,PI,Boa,42
3291,2015/03/21 15:00:00+00,SC,São Cristóvão,PI,Boa,28
3292,2015/03/21 15:00:00+00,SP,Tijuca,NO2,Boa,41
3293,2015/03/21 15:00:00+00,IR,Irajá,NO2,Boa,34
3294,2015/03/21 15:00:00+00,BG,Bangu,O3,Boa,47
3295,2015/03/21 15:00:00+00,CG,Campo Grande,PI,Boa,26
3296,2015/03/21 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,31
3297,2015/03/22 15:00:00+00,CA,Centro,PI,Boa,25
3298,2015/03/22 15:00:00+00,AV,Copacabana,PI,Boa,38
3299,2015/03/22 15:00:00+00,SC,São Cristóvão,O3,Boa,33
3300,2015/03/22 15:00:00+00,SP,Tijuca,O3,Boa,38
3301,2015/03/22 15:00:00+00,IR,Irajá,O3,Boa,33
3302,2015/03/22 15:00:00+00,BG,Bangu,O3,Boa,43
3303,2015/03/22 15:00:00+00,CG,Campo Grande,O3,Boa,30
3304,2015/03/22 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,38
3305,2015/03/23 15:00:00+00,CA,Centro,O3,Boa,25
3306,2015/03/23 15:00:00+00,AV,Copacabana,PI,Boa,30
3307,2015/03/23 15:00:00+00,SC,São Cristóvão,O3,Boa,32
3308,2015/03/23 15:00:00+00,SP,Tijuca,O3,Boa,35
3309,2015/03/23 15:00:00+00,IR,Irajá,O3,Boa,38
3310,2015/03/23 15:00:00+00,BG,Bangu,O3,Boa,40
3311,2015/03/23 15:00:00+00,CG,Campo Grande,O3,Boa,29
3312,2015/03/23 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,38
3313,2015/03/24 15:00:00+00,CA,Centro,PI,Boa,27
3314,2015/03/24 15:00:00+00,AV,Copacabana,PI,Boa,40
3315,2015/03/24 15:00:00+00,SC,São Cristóvão,PI,Boa,27
3316,2015/03/24 15:00:00+00,SP,Tijuca,PI,Boa,28
3317,2015/03/24 15:00:00+00,IR,Irajá,O3,Boa,27
3318,2015/03/24 15:00:00+00,BG,Bangu,O3,Boa,36
3319,2015/03/24 15:00:00+00,CG,Campo Grande,O3,Boa,25
3320,2015/03/24 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,28
3321,2015/03/25 15:00:00+00,CA,Centro,O3,Boa,29
3322,2015/03/25 15:00:00+00,AV,Copacabana,PI,Regular,51
3323,2015/03/25 15:00:00+00,SC,São Cristóvão,O3,Boa,44
3324,2015/03/25 15:00:00+00,SP,Tijuca,O3,Boa,44
3325,2015/03/25 15:00:00+00,IR,Irajá,O3,Regular,65
3326,2015/03/25 15:00:00+00,BG,Bangu,O3,Regular,67
3327,2015/03/25 15:00:00+00,CG,Campo Grande,O3,Boa,37
3328,2015/03/25 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,27
3329,2015/03/26 15:00:00+00,CA,Centro,PI,Boa,25
3330,2015/03/26 15:00:00+00,AV,Copacabana,PI,Boa,42
3331,2015/03/26 15:00:00+00,SC,São Cristóvão,O3,Regular,57
3332,2015/03/26 15:00:00+00,SP,Tijuca,O3,Boa,41
3333,2015/03/26 15:00:00+00,IR,Irajá,O3,Inadequada,129
3334,2015/03/26 15:00:00+00,BG,Bangu,O3,Regular,70
3335,2015/03/26 15:00:00+00,CG,Campo Grande,O3,Boa,36
3336,2015/03/26 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,52
3337,2015/03/27 15:00:00+00,CA,Centro,PI,Boa,43
3338,2015/03/27 15:00:00+00,AV,Copacabana,PI,Regular,53
3339,2015/03/27 15:00:00+00,SC,São Cristóvão,PI,Boa,46
3340,2015/03/27 15:00:00+00,SP,Tijuca,PI,Boa,44
3341,2015/03/27 15:00:00+00,IR,Irajá,O3,Regular,71
3342,2015/03/27 15:00:00+00,BG,Bangu,O3,Regular,98
3343,2015/03/27 15:00:00+00,CG,Campo Grande,O3,Regular,60
3344,2015/03/27 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,48
3345,2015/03/28 15:00:00+00,CA,Centro,O3,Boa,18
3346,2015/03/28 15:00:00+00,AV,Copacabana,PI,Boa,41
3347,2015/03/28 15:00:00+00,SC,São Cristóvão,O3,Boa,37
3348,2015/03/28 15:00:00+00,SP,Tijuca,O3,Boa,40
3349,2015/03/28 15:00:00+00,IR,Irajá,O3,Boa,42
3350,2015/03/28 15:00:00+00,BG,Bangu,O3,Regular,59
3351,2015/03/28 15:00:00+00,CG,Campo Grande,O3,Boa,36
3352,2015/03/28 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,41
3353,2015/03/29 15:00:00+00,CA,Centro,O3,Boa,32
3354,2015/03/29 15:00:00+00,AV,Copacabana,PI,Boa,41
3355,2015/03/29 15:00:00+00,SC,São Cristóvão,O3,Boa,47
3356,2015/03/29 15:00:00+00,SP,Tijuca,O3,Regular,55
3357,2015/03/29 15:00:00+00,IR,Irajá,O3,Regular,70
3358,2015/03/29 15:00:00+00,BG,Bangu,O3,Regular,67
3359,2015/03/29 15:00:00+00,CG,Campo Grande,O3,Boa,42
3360,2015/03/29 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,56
3361,2015/03/30 15:00:00+00,CA,Centro,O3,Boa,22
3362,2015/03/30 15:00:00+00,AV,Copacabana,PI,Boa,39
3363,2015/03/30 15:00:00+00,SC,São Cristóvão,O3,Regular,53
3364,2015/03/30 15:00:00+00,SP,Tijuca,O3,Boa,39
3365,2015/03/30 15:00:00+00,IR,Irajá,O3,Regular,60
3366,2015/03/30 15:00:00+00,BG,Bangu,O3,Regular,70
3367,2015/03/30 15:00:00+00,CG,Campo Grande,O3,Boa,36
3368,2015/03/30 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,41
3369,2015/03/31 15:00:00+00,CA,Centro,PI,Boa,47
3370,2015/03/31 15:00:00+00,AV,Copacabana,PI,Regular,60
3371,2015/03/31 15:00:00+00,SC,São Cristóvão,PI,Boa,43
3372,2015/03/31 15:00:00+00,SP,Tijuca,NO2,Regular,51
3373,2015/03/31 15:00:00+00,IR,Irajá,O3,Regular,72
3374,2015/03/31 15:00:00+00,BG,Bangu,O3,Regular,64
3375,2015/03/31 15:00:00+00,CG,Campo Grande,O3,Boa,43
3376,2015/03/31 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,41
3377,2015/04/01 15:00:00+00,CA,Centro,PI,Boa,27
3378,2015/04/01 15:00:00+00,AV,Copacabana,PI,Boa,41
3379,2015/04/01 15:00:00+00,SC,São Cristóvão,O3,Boa,40
3380,2015/04/01 15:00:00+00,SP,Tijuca,O3,Boa,35
3381,2015/04/01 15:00:00+00,IR,Irajá,O3,Boa,41
3382,2015/04/01 15:00:00+00,BG,Bangu,PI,Boa,45
3383,2015/04/01 15:00:00+00,CG,Campo Grande,O3,Boa,41
3384,2015/04/01 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,41
3385,2015/04/02 15:00:00+00,CA,Centro,PI,Boa,22
3386,2015/04/02 15:00:00+00,AV,Copacabana,PI,Boa,34
3387,2015/04/02 15:00:00+00,SC,São Cristóvão,O3,Boa,20
3388,2015/04/02 15:00:00+00,SP,Tijuca,NO2,Boa,29
3389,2015/04/02 15:00:00+00,IR,Irajá,O3,Boa,24
3390,2015/04/02 15:00:00+00,BG,Bangu,O3,Boa,34
3391,2015/04/02 15:00:00+00,CG,Campo Grande,O3,Boa,25
3392,2015/04/02 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,31
3393,2015/04/03 15:00:00+00,CA,Centro,O3,Boa,24
3394,2015/04/03 15:00:00+00,AV,Copacabana,PI,Boa,39
3395,2015/04/03 15:00:00+00,SC,São Cristóvão,O3,Boa,42
3396,2015/04/03 15:00:00+00,SP,Tijuca,O3,Boa,43
3397,2015/04/03 15:00:00+00,IR,Irajá,O3,Regular,58
3398,2015/04/03 15:00:00+00,BG,Bangu,O3,Regular,75
3399,2015/04/03 15:00:00+00,CG,Campo Grande,O3,Boa,45
3400,2015/04/03 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,43
3401,2015/04/04 15:00:00+00,CA,Centro,O3,Boa,34
3402,2015/04/04 15:00:00+00,AV,Copacabana,O3,Boa,33
3403,2015/04/04 15:00:00+00,SC,São Cristóvão,O3,Regular,59
3404,2015/04/04 15:00:00+00,SP,Tijuca,O3,Boa,47
3405,2015/04/04 15:00:00+00,IR,Irajá,O3,Regular,56
3406,2015/04/04 15:00:00+00,BG,Bangu,O3,Regular,80
3407,2015/04/04 15:00:00+00,CG,Campo Grande,O3,Regular,67
3408,2015/04/04 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,65
3409,2015/04/05 15:00:00+00,CA,Centro,O3,Boa,40
3410,2015/04/05 15:00:00+00,AV,Copacabana,PI,Boa,35
