OBJECTID,Data,Estação,Nome_Estação,Poluente,Classificação,IQAR
3411,2015/04/05 15:00:00+00,SC,São Cristóvão,O3,Boa,49
3412,2015/04/05 15:00:00+00,SP,Tijuca,O3,Regular,51
3413,2015/04/05 15:00:00+00,IR,Irajá,O3,Regular,78
3414,2015/04/05 15:00:00+00,BG,Bangu,O3,Regular,82
3415,2015/04/05 15:00:00+00,CG,Campo Grande,O3,Regular,67
3416,2015/04/05 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,53
3417,2015/04/06 15:00:00+00,CA,Centro,O3,Boa,25
3418,2015/04/06 15:00:00+00,AV,Copacabana,PI,Boa,39
3419,2015/04/06 15:00:00+00,SC,São Cristóvão,O3,Boa,47
3420,2015/04/06 15:00:00+00,SP,Tijuca,O3,Boa,48
3421,2015/04/06 15:00:00+00,IR,Irajá,O3,Regular,65
3422,2015/04/06 15:00:00+00,BG,Bangu,O3,Regular,64
3423,2015/04/06 15:00:00+00,CG,Campo Grande,O3,Boa,29
3424,2015/04/06 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,45
3425,2015/04/07 15:00:00+00,CA,Centro,O3,Boa,18
3426,2015/04/07 15:00:00+00,AV,Copacabana,PI,Boa,40
3427,2015/04/07 15:00:00+00,SC,São Cristóvão,O3,Boa,26
3428,2015/04/07 15:00:00+00,SP,Tijuca,O3,Boa,29
3429,2015/04/07 15:00:00+00,IR,Irajá,NO2,Boa,26
3430,2015/04/07 15:00:00+00,BG,Bangu,O3,Boa,35
3431,2015/04/07 15:00:00+00,CG,Campo Grande,O3,Boa,20
3432,2015/04/07 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,30
3433,2015/04/08 15:00:00+00,CA,Centro,PI,Boa,35
3434,2015/04/08 15:00:00+00,AV,Copacabana,PI,Regular,53
3435,2015/04/08 15:00:00+00,SC,São Cristóvão,PI,Boa,37
3436,2015/04/08 15:00:00+00,SP,Tijuca,PI,Boa,38
3437,2015/04/08 15:00:00+00,IR,Irajá,O3,Boa,45
3438,2015/04/08 15:00:00+00,BG,Bangu,O3,Boa,47
3439,2015/04/08 15:00:00+00,CG,Campo Grande,O3,Boa,36
3440,2015/04/08 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,38
3441,2015/04/09 15:00:00+00,CA,Centro,PI,Boa,26
3442,2015/04/09 15:00:00+00,AV,Copacabana,PI,Boa,39
3443,2015/04/09 15:00:00+00,SC,São Cristóvão,O3,Boa,32
3444,2015/04/09 15:00:00+00,SP,Tijuca,O3,Boa,27
3445,2015/04/09 15:00:00+00,IR,Irajá,O3,Boa,47
3446,2015/04/09 15:00:00+00,BG,Bangu,O3,Regular,56
3447,2015/04/09 15:00:00+00,CG,Campo Grande,PI,Boa,39
3448,2015/04/09 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,40
3449,2015/04/10 15:00:00+00,CA,Centro,PI,Boa,22
3450,2015/04/10 15:00:00+00,AV,Copacabana,PI,Boa,35
3451,2015/04/10 15:00:00+00,SC,São Cristóvão,O3,Boa,32
3452,2015/04/10 15:00:00+00,SP,Tijuca,O3,Boa,29
3453,2015/04/10 15:00:00+00,IR,Irajá,O3,Boa,49
3454,2015/04/10 15:00:00+00,BG,Bangu,O3,Regular,54
3455,2015/04/10 15:00:00+00,CG,Campo Grande,PI,Boa,24
3456,2015/04/10 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,38
3457,2015/04/11 15:00:00+00,CA,Centro,O3,Boa,23
3458,2015/04/11 15:00:00+00,AV,Copacabana,PI,Boa,29
3459,2015/04/11 15:00:00+00,SC,São Cristóvão,O3,Boa,46
3460,2015/04/11 15:00:00+00,SP,Tijuca,O3,Boa,40
3461,2015/04/11 15:00:00+00,IR,Irajá,O3,Regular,75
3462,2015/04/11 15:00:00+00,BG,Bangu,O3,Regular,98
3463,2015/04/11 15:00:00+00,CG,Campo Grande,O3,Regular,60
3464,2015/04/11 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,56
3465,2015/04/12 15:00:00+00,CA,Centro,O3,Boa,31
3466,2015/04/12 15:00:00+00,AV,Copacabana,O3,Boa,34
3467,2015/04/12 15:00:00+00,SC,São Cristóvão,O3,Regular,51
3468,2015/04/12 15:00:00+00,SP,Tijuca,O3,Regular,59
3469,2015/04/12 15:00:00+00,IR,Irajá,O3,Regular,71
3470,2015/04/12 15:00:00+00,BG,Bangu,O3,Inadequada,134
3471,2015/04/12 15:00:00+00,CG,Campo Grande,O3,Regular,66
3472,2015/04/12 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,59
3473,2015/04/13 15:00:00+00,CA,Centro,O3,Boa,28
3474,2015/04/13 15:00:00+00,AV,Copacabana,PI,Boa,38
3475,2015/04/13 15:00:00+00,SC,São Cristóvão,O3,Boa,42
3476,2015/04/13 15:00:00+00,SP,Tijuca,O3,Regular,58
3477,2015/04/13 15:00:00+00,IR,Irajá,O3,Regular,64
3478,2015/04/13 15:00:00+00,BG,Bangu,O3,Regular,99
3479,2015/04/13 15:00:00+00,CG,Campo Grande,O3,Regular,63
3480,2015/04/13 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,62
3481,2015/04/14 15:00:00+00,CA,Centro,O3,Boa,30
3482,2015/04/14 15:00:00+00,AV,Copacabana,O3,Boa,34
3483,2015/04/14 15:00:00+00,SC,São Cristóvão,O3,Regular,51
3484,2015/04/14 15:00:00+00,SP,Tijuca,O3,Boa,48
3485,2015/04/14 15:00:00+00,IR,Irajá,O3,Regular,82
3486,2015/04/14 15:00:00+00,BG,Bangu,O3,Regular,91
3487,2015/04/14 15:00:00+00,CG,Campo Grande,O3,Regular,55
3488,2015/04/14 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,55
3489,2015/04/15 15:00:00+00,CA,Centro,PI,Boa,29
3490,2015/04/15 15:00:00+00,AV,Copacabana,PI,Boa,44
3491,2015/04/15 15:00:00+00,SC,São Cristóvão,O3,Boa,46
3492,2015/04/15 15:00:00+00,SP,Tijuca,O3,Boa,41
3493,2015/04/15 15:00:00+00,IR,Irajá,O3,Regular,73
3494,2015/04/15 15:00:00+00,BG,Bangu,O3,Inadequada,108
3495,2015/04/15 15:00:00+00,CG,Campo Grande,O3,Regular,52
3496,2015/04/15 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,55
3497,2015/04/16 15:00:00+00,CA,Centro,PI,Regular,54
3498,2015/04/16 15:00:00+00,AV,Copacabana,PI,Regular,63
3499,2015/04/16 15:00:00+00,SC,São Cristóvão,PI,Regular,57
3500,2015/04/16 15:00:00+00,SP,Tijuca,PI,Regular,57
3501,2015/04/16 15:00:00+00,IR,Irajá,O3,Regular,74
3502,2015/04/16 15:00:00+00,BG,Bangu,O3,Regular,73
3503,2015/04/16 15:00:00+00,CG,Campo Grande,O3,Boa,46
3504,2015/04/16 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,65
3505,2015/04/17 15:00:00+00,CA,Centro,O3,Boa,34
3506,2015/04/17 15:00:00+00,AV,Copacabana,PI,Boa,46
3507,2015/04/17 15:00:00+00,SC,São Cristóvão,O3,Regular,51
3508,2015/04/17 15:00:00+00,SP,Tijuca,O3,Boa,40
3509,2015/04/17 15:00:00+00,IR,Irajá,O3,Regular,53
3510,2015/04/17 15:00:00+00,BG,Bangu,O3,Regular,68
3511,2015/04/17 15:00:00+00,CG,Campo Grande,O3,Boa,46
3512,2015/04/17 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,55
3513,2015/04/18 15:00:00+00,CG,Campo Grande,O3,Boa,42
3514,2015/04/18 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,44
3515,2015/04/18 15:00:00+00,CA,Centro,O3,Boa,26
3516,2015/04/18 15:00:00+00,AV,Copacabana,PI,Boa,43
3517,2015/04/18 15:00:00+00,SC,São Cristóvão,O3,Regular,57
3518,2015/04/18 15:00:00+00,SP,Tijuca,O3,Regular,57
3519,2015/04/18 15:00:00+00,IR,Irajá,O3,Regular,71
3520,2015/04/18 15:00:00+00,BG,Bangu,O3,Regular,80
3521,2015/04/19 15:00:00+00,CA,Centro,PI,Boa,39
3522,2015/04/19 15:00:00+00,AV,Copacabana,PI,Regular,54
3523,2015/04/19 15:00:00+00,SC,São Cristóvão,PI,Boa,47
3524,2015/04/19 15:00:00+00,SP,Tijuca,PI,Regular,52
3525,2015/04/19 15:00:00+00,IR,Irajá,O3,Regular,66
3526,2015/04/19 15:00:00+00,BG,Bangu,O3,Regular,87
3527,2015/04/19 15:00:00+00,CG,Campo Grande,O3,Boa,46
3528,2015/04/19 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,46
3529,2015/04/20 15:00:00+00,IR,Irajá,O3,Regular,70
3530,2015/04/20 15:00:00+00,BG,Bangu,O3,Inadequada,197
3531,2015/04/20 15:00:00+00,CG,Campo Grande,O3,Regular,65
3532,2015/04/20 15:00:00+00,CA,Centro,O3,Boa,33
3533,2015/04/20 15:00:00+00,AV,Copacabana,PI,Regular,53
3534,2015/04/20 15:00:00+00,SC,São Cristóvão,O3,Regular,55
3535,2015/04/20 15:00:00+00,SP,Tijuca,O3,Regular,62
3536,2015/04/20 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,80
3537,2015/04/21 15:00:00+00,CA,Centro,PI,Boa,35
3538,2015/04/21 15:00:00+00,AV,Copacabana,PI,Regular,54
3539,2015/04/21 15:00:00+00,SC,São Cristóvão,O3,Boa,45
3540,2015/04/21 15:00:00+00,SP,Tijuca,PI,Regular,53
3541,2015/04/21 15:00:00+00,IR,Irajá,O3,Regular,90
3542,2015/04/21 15:00:00+00,BG,Bangu,O3,Inadequada,155
3543,2015/04/21 15:00:00+00,CG,Campo Grande,O3,Regular,74
3544,2015/04/21 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,73
3545,2015/04/22 15:00:00+00,CA,Centro,O3,Boa,28
3546,2015/04/22 15:00:00+00,AV,Copacabana,PI,Boa,32
3547,2015/04/22 15:00:00+00,SC,São Cristóvão,O3,Boa,37
3548,2015/04/22 15:00:00+00,SP,Tijuca,O3,Boa,38
3549,2015/04/22 15:00:00+00,IR,Irajá,O3,Boa,36
3550,2015/04/22 15:00:00+00,BG,Bangu,O3,Boa,49
3551,2015/04/22 15:00:00+00,CG,Campo Grande,O3,Boa,37
3552,2015/04/22 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,41
3553,2015/04/23 15:00:00+00,CA,Centro,PI,Boa,19
3554,2015/04/23 15:00:00+00,AV,Copacabana,PI,Boa,36
3555,2015/04/23 15:00:00+00,SC,São Cristóvão,O3,Boa,25
3556,2015/04/23 15:00:00+00,SP,Tijuca,PI,Boa,23
3557,2015/04/23 15:00:00+00,IR,Irajá,O3,Boa,29
3558,2015/04/23 15:00:00+00,BG,Bangu,O3,Boa,34
3559,2015/04/23 15:00:00+00,CG,Campo Grande,O3,Boa,25
3560,2015/04/23 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,25
3561,2015/04/24 15:00:00+00,CA,Centro,PI,Boa,23
3562,2015/04/24 15:00:00+00,AV,Copacabana,PI,Boa,42
3563,2015/04/24 15:00:00+00,SC,São Cristóvão,Indisponivel,Indisponivel,
3564,2015/04/24 15:00:00+00,SP,Tijuca,O3,Boa,31
3565,2015/04/24 15:00:00+00,IR,Irajá,O3,Boa,49
3566,2015/04/24 15:00:00+00,BG,Bangu,O3,Regular,67
3567,2015/04/24 15:00:00+00,CG,Campo Grande,O3,Boa,43
3568,2015/04/24 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,44
3569,2015/04/25 15:00:00+00,SC,São Cristóvão,O3,Boa,29
3570,2015/04/25 15:00:00+00,SP,Tijuca,O3,Boa,31
3571,2015/04/25 15:00:00+00,IR,Irajá,O3,Boa,48
3572,2015/04/25 15:00:00+00,BG,Bangu,O3,Regular,64
3573,2015/04/25 15:00:00+00,CG,Campo Grande,O3,Boa,41
3574,2015/04/25 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,40
3575,2015/04/25 15:00:00+00,CA,Centro,PI,Boa,26
3576,2015/04/25 15:00:00+00,AV,Copacabana,PI,Boa,43
3577,2015/04/26 15:00:00+00,CA,Centro,O3,Boa,19
3578,2015/04/26 15:00:00+00,AV,Copacabana,PI,Boa,33
3579,2015/04/26 15:00:00+00,SC,São Cristóvão,O3,Boa,24
3580,2015/04/26 15:00:00+00,SP,Tijuca,O3,Boa,24
3581,2015/04/26 15:00:00+00,IR,Irajá,O3,Boa,28
3582,2015/04/26 15:00:00+00,BG,Bangu,O3,Boa,37
3583,2015/04/26 15:00:00+00,CG,Campo Grande,O3,Boa,29
3584,2015/04/26 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,29
3585,2015/04/27 15:00:00+00,CA,Centro,PI,Boa,16
3586,2015/04/27 15:00:00+00,AV,Copacabana,PI,Boa,32
3587,2015/04/27 15:00:00+00,SC,São Cristóvão,O3,Boa,23
3588,2015/04/27 15:00:00+00,SP,Tijuca,O3,Boa,21
3589,2015/04/27 15:00:00+00,IR,Irajá,NO2,Boa,26
3590,2015/04/27 15:00:00+00,BG,Bangu,O3,Boa,37
3591,2015/04/27 15:00:00+00,CG,Campo Grande,NO2,Boa,28
3592,2015/04/27 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,31
3593,2015/04/28 15:00:00+00,CA,Centro,PI,Boa,20
3594,2015/04/28 15:00:00+00,AV,Copacabana,PI,Boa,34
3595,2015/04/28 15:00:00+00,SC,São Cristóvão,O3,Boa,28
3596,2015/04/28 15:00:00+00,SP,Tijuca,NO2,Boa,23
3597,2015/04/28 15:00:00+00,IR,Irajá,O3,Boa,33
3598,2015/04/28 15:00:00+00,BG,Bangu,O3,Regular,57
3599,2015/04/28 15:00:00+00,CG,Campo Grande,O3,Boa,48
3600,2015/04/28 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,38
3601,2015/04/29 15:00:00+00,CA,Centro,PI,Boa,27
3602,2015/04/29 15:00:00+00,AV,Copacabana,PI,Boa,38
3603,2015/04/29 15:00:00+00,SC,São Cristóvão,O3,Boa,27
3604,2015/04/29 15:00:00+00,SP,Tijuca,NO2,Boa,26
3605,2015/04/29 15:00:00+00,IR,Irajá,NO2,Boa,30
3606,2015/04/29 15:00:00+00,BG,Bangu,O3,Regular,59
3607,2015/04/29 15:00:00+00,CG,Campo Grande,O3,Boa,40
3608,2015/04/29 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,39
3609,2015/04/30 15:00:00+00,CA,Centro,PI,Boa,16
3610,2015/04/30 15:00:00+00,AV,Copacabana,PI,Boa,33
3611,2015/04/30 15:00:00+00,SC,São Cristóvão,O3,Boa,24
3612,2015/04/30 15:00:00+00,SP,Tijuca,O3,Boa,23
3613,2015/04/30 15:00:00+00,IR,Irajá,NO2,Boa,23
3614,2015/04/30 15:00:00+00,BG,Bangu,O3,Boa,31
3615,2015/04/30 15:00:00+00,CG,Campo Grande,O3,Boa,27
3616,2015/04/30 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,29
3617,2015/05/01 15:00:00+00,CA,Centro,PI,Boa,27
3618,2015/05/01 15:00:00+00,AV,Copacabana,PI,Boa,41
3619,2015/05/01 15:00:00+00,SC,São Cristóvão,O3,Boa,33
3620,2015/05/01 15:00:00+00,SP,Tijuca,O3,Boa,33
3621,2015/05/01 15:00:00+00,IR,Irajá,O3,Boa,50
3622,2015/05/01 15:00:00+00,BG,Bangu,O3,Regular,52
3623,2015/05/01 15:00:00+00,CG,Campo Grande,O3,Boa,38
3624,2015/05/01 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,44
3625,2015/05/02 15:00:00+00,CA,Centro,O3,Boa,32
3626,2015/05/02 15:00:00+00,AV,Copacabana,PI,Boa,40
3627,2015/05/02 15:00:00+00,SC,São Cristóvão,O3,Boa,45
3628,2015/05/02 15:00:00+00,SP,Tijuca,O3,Boa,37
3629,2015/05/02 15:00:00+00,IR,Irajá,O3,Regular,59
3630,2015/05/02 15:00:00+00,BG,Bangu,O3,Regular,71
3631,2015/05/02 15:00:00+00,CG,Campo Grande,O3,Boa,40
3632,2015/05/02 15:00:00+00,PG,Pedra de Guaratiba,O3,Regular,51
3633,2015/05/03 15:00:00+00,CA,Centro,O3,Boa,40
3634,2015/05/03 15:00:00+00,AV,Copacabana,PI,Boa,40
3635,2015/05/03 15:00:00+00,SC,São Cristóvão,O3,Boa,48
3636,2015/05/03 15:00:00+00,SP,Tijuca,O3,Regular,51
3637,2015/05/03 15:00:00+00,IR,Irajá,O3,Regular,61
3638,2015/05/03 15:00:00+00,BG,Bangu,O3,Regular,77
3639,2015/05/03 15:00:00+00,CG,Campo Grande,O3,Regular,53
3640,2015/05/03 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,45
3641,2015/05/04 15:00:00+00,CA,Centro,PI,Boa,31
3642,2015/05/04 15:00:00+00,AV,Copacabana,PI,Boa,49
3643,2015/05/04 15:00:00+00,SC,São Cristóvão,PI,Boa,30
3644,2015/05/04 15:00:00+00,SP,Tijuca,O3,Boa,33
3645,2015/05/04 15:00:00+00,IR,Irajá,O3,Boa,47
3646,2015/05/04 15:00:00+00,BG,Bangu,O3,Regular,56
3647,2015/05/04 15:00:00+00,CG,Campo Grande,PI,Boa,35
3648,2015/05/04 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,47
3649,2015/05/05 15:00:00+00,SC,São Cristóvão,O3,Boa,31
3650,2015/05/05 15:00:00+00,SP,Tijuca,PI,Boa,29
3651,2015/05/05 15:00:00+00,IR,Irajá,NO2,Boa,34
3652,2015/05/05 15:00:00+00,BG,Bangu,O3,Boa,38
3653,2015/05/05 15:00:00+00,CG,Campo Grande,O3,Boa,30
3654,2015/05/05 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,36
3655,2015/05/05 15:00:00+00,AV,Copacabana,PI,Boa,48
3656,2015/05/05 15:00:00+00,CA,Centro,PI,Boa,29
3657,2015/05/06 15:00:00+00,CA,Centro,PI,Boa,34
3658,2015/05/06 15:00:00+00,AV,Copacabana,PI,Regular,51
3659,2015/05/06 15:00:00+00,SC,São Cristóvão,O3,Boa,31
3660,2015/05/06 15:00:00+00,SP,Tijuca,PI,Boa,30
3661,2015/05/06 15:00:00+00,IR,Irajá,PI,Boa,29
3662,2015/05/06 15:00:00+00,BG,Bangu,O3,Boa,38
3663,2015/05/06 15:00:00+00,CG,Campo Grande,PI,Boa,31
3664,2015/05/06 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,31
3665,2015/05/07 15:00:00+00,CA,Centro,PI,Boa,25
3666,2015/05/07 15:00:00+00,AV,Copacabana,PI,Boa,45
3667,2015/05/07 15:00:00+00,SC,São Cristóvão,PI,Boa,30
3668,2015/05/07 15:00:00+00,SP,Tijuca,PI,Boa,32
3669,2015/05/07 15:00:00+00,IR,Irajá,PI,Boa,38
3670,2015/05/07 15:00:00+00,BG,Bangu,PI,Boa,37
3671,2015/05/07 15:00:00+00,CG,Campo Grande,PI,Boa,32
3672,2015/05/07 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34
3673,2015/05/08 15:00:00+00,CA,Centro,PI,Boa,25
3674,2015/05/08 15:00:00+00,AV,Copacabana,PI,Boa,40
3675,2015/05/08 15:00:00+00,SC,São Cristóvão,O3,Boa,31
3676,2015/05/08 15:00:00+00,SP,Tijuca,O3,Boa,29
3677,2015/05/08 15:00:00+00,IR,Irajá,NO2,Boa,31
3678,2015/05/08 15:00:00+00,BG,Bangu,O3,Boa,42
3679,2015/05/08 15:00:00+00,CG,Campo Grande,O3,Boa,35
3680,2015/05/08 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,43
3681,2015/05/09 15:00:00+00,CA,Centro,PI,Boa,30
3682,2015/05/09 15:00:00+00,AV,Copacabana,PI,Boa,42
3683,2015/05/09 15:00:00+00,SC,São Cristóvão,O3,Boa,37
3684,2015/05/09 15:00:00+00,SP,Tijuca,O3,Boa,36
3685,2015/05/09 15:00:00+00,IR,Irajá,O3,Regular,52
3686,2015/05/09 15:00:00+00,BG,Bangu,O3,Regular,59
3687,2015/05/09 15:00:00+00,CG,Campo Grande,PI,Boa,39
3688,2015/05/09 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,35
3689,2015/05/10 15:00:00+00,CA,Centro,PI,Boa,24
3690,2015/05/10 15:00:00+00,AV,Copacabana,PI,Boa,38
3691,2015/05/10 15:00:00+00,SC,São Cristóvão,O3,Boa,40
3692,2015/05/10 15:00:00+00,SP,Tijuca,O3,Boa,43
3693,2015/05/10 15:00:00+00,IR,Irajá,O3,Regular,51
3694,2015/05/10 15:00:00+00,BG,Bangu,O3,Regular,91
3695,2015/05/10 15:00:00+00,CG,Campo Grande,PI,Boa,38
3696,2015/05/10 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,40
3697,2015/05/11 15:00:00+00,CA,Centro,O3,Boa,25
3698,2015/05/11 15:00:00+00,AV,Copacabana,PI,Boa,44
3699,2015/05/11 15:00:00+00,SC,São Cristóvão,PI,Boa,27
3700,2015/05/11 15:00:00+00,SP,Tijuca,O3,Boa,39
3701,2015/05/11 15:00:00+00,IR,Irajá,O3,Boa,47
3702,2015/05/11 15:00:00+00,BG,Bangu,O3,Regular,95
3703,2015/05/11 15:00:00+00,CG,Campo Grande,NO2,Boa,35
3704,2015/05/11 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,42
3705,2015/05/12 15:00:00+00,CA,Centro,PI,Boa,24
3706,2015/05/12 15:00:00+00,AV,Copacabana,PI,Boa,41
3707,2015/05/12 15:00:00+00,SC,São Cristóvão,O3,Boa,37
3708,2015/05/12 15:00:00+00,SP,Tijuca,O3,Boa,39
3709,2015/05/12 15:00:00+00,IR,Irajá,O3,Boa,39
3710,2015/05/12 15:00:00+00,BG,Bangu,O3,Boa,49
3711,2015/05/12 15:00:00+00,CG,Campo Grande,O3,Boa,38
3712,2015/05/12 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,40
3713,2015/05/13 15:00:00+00,CA,Centro,PI,Boa,22
3714,2015/05/13 15:00:00+00,AV,Copacabana,PI,Boa,40
3715,2015/05/13 15:00:00+00,SC,São Cristóvão,O3,Boa,31
3716,2015/05/13 15:00:00+00,SP,Tijuca,O3,Boa,35
3717,2015/05/13 15:00:00+00,IR,Irajá,O3,Boa,33
3718,2015/05/13 15:00:00+00,BG,Bangu,O3,Boa,47
3719,2015/05/13 15:00:00+00,CG,Campo Grande,O3,Boa,32
3720,2015/05/13 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34
3721,2015/05/14 15:00:00+00,CA,Centro,PI,Boa,22
3722,2015/05/14 15:00:00+00,AV,Copacabana,PI,Boa,39
3723,2015/05/14 15:00:00+00,SC,São Cristóvão,PI,Boa,22
3724,2015/05/14 15:00:00+00,SP,Tijuca,O3,Boa,21
3725,2015/05/14 15:00:00+00,IR,Irajá,O3,Boa,32
3726,2015/05/14 15:00:00+00,BG,Bangu,O3,Boa,32
3727,2015/05/14 15:00:00+00,CG,Campo Grande,O3,Boa,22
3728,2015/05/14 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,29
3729,2015/05/15 15:00:00+00,CA,Centro,PI,Boa,27
3730,2015/05/15 15:00:00+00,AV,Copacabana,PI,Boa,41
3731,2015/05/15 15:00:00+00,SC,São Cristóvão,PI,Boa,28
3732,2015/05/15 15:00:00+00,SP,Tijuca,PI,Boa,27
3733,2015/05/15 15:00:00+00,IR,Irajá,O3,Boa,34
3734,2015/05/15 15:00:00+00,BG,Bangu,PI,Boa,43
3735,2015/05/15 15:00:00+00,CG,Campo Grande,PI,Boa,34
3736,2015/05/15 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,34
3737,2015/05/16 15:00:00+00,CA,Centro,PI,Boa,20
3738,2015/05/16 15:00:00+00,AV,Copacabana,PI,Boa,32
3739,2015/05/16 15:00:00+00,SC,São Cristóvão,PI,Boa,23
3740,2015/05/16 15:00:00+00,SP,Tijuca,PI,Boa,23
3741,2015/05/16 15:00:00+00,IR,Irajá,O3,Boa,32
3742,2015/05/16 15:00:00+00,BG,Bangu,O3,Boa,39
3743,2015/05/16 15:00:00+00,CG,Campo Grande,PI,Boa,31
3744,2015/05/16 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,32
3745,2015/05/17 15:00:00+00,CA,Centro,O3,Boa,24
3746,2015/05/17 15:00:00+00,AV,Copacabana,PI,Boa,31
3747,2015/05/17 15:00:00+00,SC,São Cristóvão,O3,Boa,37
3748,2015/05/17 15:00:00+00,SP,Tijuca,O3,Boa,34
3749,2015/05/17 15:00:00+00,IR,Irajá,O3,Boa,25
3750,2015/05/17 15:00:00+00,BG,Bangu,O3,Regular,56
3751,2015/05/17 15:00:00+00,CG,Campo Grande,NO2,Boa,36
3752,2015/05/17 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,37
3753,2015/05/18 15:00:00+00,CA,Centro,PI,Boa,24
3754,2015/05/18 15:00:00+00,AV,Copacabana,PI,Boa,38
3755,2015/05/18 15:00:00+00,SC,São Cristóvão,PI,Boa,28
3756,2015/05/18 15:00:00+00,SP,Tijuca,O3,Boa,29
3757,2015/05/18 15:00:00+00,IR,Irajá,O3,Boa,26
3758,2015/05/18 15:00:00+00,BG,Bangu,O3,Boa,49
3759,2015/05/18 15:00:00+00,CG,Campo Grande,O3,Boa,31
3760,2015/05/18 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,35
3761,2015/05/19 15:00:00+00,CA,Centro,PI,Boa,39
3762,2015/05/19 15:00:00+00,AV,Copacabana,PI,Regular,54
3763,2015/05/19 15:00:00+00,SC,São Cristóvão,PI,Boa,47
3764,2015/05/19 15:00:00+00,SP,Tijuca,PI,Regular,52
3765,2015/05/19 15:00:00+00,IR,Irajá,O3,Regular,66
3766,2015/05/19 15:00:00+00,BG,Bangu,O3,Regular,87
3767,2015/05/19 15:00:00+00,CG,Campo Grande,O3,Boa,46
3768,2015/05/19 15:00:00+00,PG,Pedra de Guaratiba,O3,Boa,46
3769,2015/05/20 15:00:00+00,CA,Centro,PI,Boa,21
3770,2015/05/20 15:00:00+00,AV,Copacabana,PI,Boa,43
3771,2015/05/20 15:00:00+00,SC,São Cristóvão,O3,Boa,27
3772,2015/05/20 15:00:00+00,SP,Tijuca,O3,Boa,24
3773,2015/05/20 15:00:00+00,IR,Irajá,O3,Boa,24
3774,2015/05/20 15:00:00+00,BG,Bangu,O3,Boa,39
3775,2015/05/20 15:00:00+00,CG,Campo Grande,PI,Boa,30
3776,2015/05/20 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,38
3777,2015/05/21 15:00:00+00,CA,Centro,PI,Boa,25
3778,2015/05/21 15:00:00+00,AV,Copacabana,PI,Boa,46
3779,2015/05/21 15:00:00+00,SC,São Cristóvão,PI,Boa,29
3780,2015/05/21 15:00:00+00,SP,Tijuca,PI,Boa,29
3781,2015/05/21 15:00:00+00,IR,Irajá,O3,Boa,37
3782,2015/05/21 15:00:00+00,BG,Bangu,O3,Boa,39
3783,2015/05/21 15:00:00+00,CG,Campo Grande,PI,Boa,28
3784,2015/05/21 15:00:00+00,PG,Pedra de Guaratiba,PI,Boa,45
3785,2015/05/22 15:00:00+00,CA,Centro,PI,Boa,22
3786,2015/05/22 15:00:00+00,AV,Copacabana,PI,Boa,39
3787,2015/05/22 15:00:00+00,SC,São Cristóvão,PI,Boa,29
3788,2015/05/22 15:00:00+00,SP,Tijuca,PI,Boa,29
3789,2015/05/22 15:00:00+00,IR,Irajá,O3,Boa,43
3790,2015/05/22 15:00:00+00,BG,Bangu,O3,Regular,60
